plan_type,country,month,play_count,unique_listeners
Free,Argentina,2008-02,44,1
Free,Argentina,2008-03,82,1
Free,Argentina,2008-04,28,1
Free,Argentina,2008-05,137,1
Free,Argentina,2008-06,195,1
Free,Argentina,2008-07,146,1
Free,Argentina,2008-08,148,1
Free,Argentina,2008-10,167,1
Free,Argentina,2008-11,60,1
Free,Argentina,2008-12,102,2
Free,Argentina,2009-01,124,1
Free,Argentina,2009-02,13,1
Free,Argentina,2009-03,23,1
Free,Argentina,2009-04,23,1
Free,Argentina,2009-05,1,1
Free,Australia,2005-09,178,1
Free,Australia,2005-10,45,1
Free,Australia,2006-04,12,1
Free,Australia,2006-05,7,1
Free,Australia,2006-06,28,1
Free,Australia,2006-07,253,2
Free,Australia,2006-08,209,2
Free,Australia,2006-09,333,3
Free,Australia,2006-10,477,2
Free,Australia,2006-11,272,2
Free,Australia,2006-12,348,2
Free,Australia,2007-01,660,2
Free,Australia,2007-02,722,4
Free,Australia,2007-03,210,3
Free,Australia,2007-04,68,1
Free,Australia,2007-05,22,1
Free,Australia,2007-06,568,3
Free,Australia,2007-07,540,3
Free,Australia,2007-08,957,2
Free,Australia,2007-09,584,2
Free,Australia,2007-10,324,3
Free,Australia,2007-11,247,3
Free,Australia,2007-12,399,2
Free,Australia,2008-01,1020,3
Free,Australia,2008-02,522,3
Free,Australia,2008-03,491,4
Free,Australia,2008-04,1272,5
Free,Australia,2008-05,2661,5
Free,Australia,2008-06,2083,5
Free,Australia,2008-07,2390,6
Free,Australia,2008-08,1513,6
Free,Australia,2008-09,1487,7
Free,Australia,2008-10,2780,7
Free,Australia,2008-11,1431,8
Free,Australia,2008-12,1943,6
Free,Australia,2009-01,1658,6
Free,Australia,2009-02,1225,5
Free,Australia,2009-03,1135,6
Free,Australia,2009-04,1489,7
Free,Australia,2009-05,919,8
Free,Belgium,2006-12,200,1
Free,Belgium,2007-01,97,1
Free,Belgium,2007-02,47,1
Free,Belgium,2007-03,58,1
Free,Belgium,2007-05,17,1
Free,Belgium,2007-06,57,1
Free,Belgium,2007-07,33,1
Free,Belgium,2007-08,81,1
Free,Belgium,2007-09,76,1
Free,Belgium,2007-10,144,1
Free,Belgium,2007-11,91,1
Free,Belgium,2007-12,45,1
Free,Belgium,2008-01,32,1
Free,Belgium,2008-07,72,1
Free,Belgium,2009-03,493,3
Free,Belgium,2009-04,2796,3
Free,Belgium,2009-05,5,2
Free,Bosnia and Herzegovina,2007-02,1,1
Free,Bosnia and Herzegovina,2007-03,101,1
Free,Bosnia and Herzegovina,2007-04,528,1
Free,Bosnia and Herzegovina,2007-05,416,1
Free,Bosnia and Herzegovina,2007-06,62,1
Free,Bosnia and Herzegovina,2007-07,132,1
Free,Bosnia and Herzegovina,2007-08,53,1
Free,Bosnia and Herzegovina,2007-09,159,1
Free,Bosnia and Herzegovina,2007-10,111,1
Free,Bosnia and Herzegovina,2007-11,527,1
Free,Bosnia and Herzegovina,2007-12,176,1
Free,Bosnia and Herzegovina,2008-01,77,1
Free,Bosnia and Herzegovina,2008-02,106,1
Free,Bosnia and Herzegovina,2008-03,1,1
Free,Bosnia and Herzegovina,2008-04,30,1
Free,Bosnia and Herzegovina,2008-05,23,1
Free,Bosnia and Herzegovina,2008-06,1,1
Free,Bosnia and Herzegovina,2008-07,36,1
Free,Bosnia and Herzegovina,2008-08,28,1
Free,Bosnia and Herzegovina,2008-09,8,1
Free,Bosnia and Herzegovina,2008-10,90,1
Free,Bosnia and Herzegovina,2008-11,1,1
Free,Bosnia and Herzegovina,2008-12,2,1
Free,Bosnia and Herzegovina,2009-03,30,1
Free,Brazil,2006-06,495,1
Free,Brazil,2006-07,555,1
Free,Brazil,2006-08,864,2
Free,Brazil,2006-09,616,2
Free,Brazil,2006-10,204,2
Free,Brazil,2006-11,1184,1
Free,Brazil,2006-12,1419,2
Free,Brazil,2007-01,1018,2
Free,Brazil,2007-02,285,3
Free,Brazil,2007-03,3,1
Free,Brazil,2007-04,38,1
Free,Brazil,2007-05,72,1
Free,Brazil,2007-06,106,1
Free,Brazil,2007-07,173,2
Free,Brazil,2007-08,327,2
Free,Brazil,2007-09,88,2
Free,Brazil,2007-10,938,2
Free,Brazil,2007-11,527,2
Free,Brazil,2007-12,689,2
Free,Brazil,2008-01,1135,3
Free,Brazil,2008-02,1079,3
Free,Brazil,2008-03,169,3
Free,Brazil,2008-04,681,3
Free,Brazil,2008-05,543,3
Free,Brazil,2008-06,590,1
Free,Brazil,2008-07,648,2
Free,Brazil,2008-08,2676,3
Free,Brazil,2008-09,1049,4
Free,Brazil,2008-10,24,1
Free,Brazil,2008-11,544,2
Free,Brazil,2008-12,1018,2
Free,Brazil,2009-01,31,1
Free,Brazil,2009-02,1187,3
Free,Brazil,2009-03,861,1
Free,Brazil,2009-04,6368,4
Free,Brazil,2009-05,648,2
Free,Bulgaria,2006-06,389,1
Free,Bulgaria,2006-07,398,2
Free,Bulgaria,2006-08,508,2
Free,Bulgaria,2006-09,303,2
Free,Bulgaria,2006-10,246,1
Free,Bulgaria,2006-11,593,2
Free,Bulgaria,2006-12,389,1
Free,Bulgaria,2007-01,248,1
Free,Bulgaria,2007-02,180,1
Free,Bulgaria,2007-03,259,2
Free,Bulgaria,2007-04,178,2
Free,Bulgaria,2007-05,88,1
Free,Bulgaria,2007-06,371,2
Free,Bulgaria,2007-07,222,1
Free,Bulgaria,2007-08,325,2
Free,Bulgaria,2007-09,457,2
Free,Bulgaria,2007-10,438,2
Free,Bulgaria,2007-11,379,2
Free,Bulgaria,2007-12,290,1
Free,Bulgaria,2008-01,356,2
Free,Bulgaria,2008-02,348,2
Free,Bulgaria,2008-03,160,1
Free,Bulgaria,2008-04,107,2
Free,Bulgaria,2008-05,304,2
Free,Bulgaria,2008-06,1054,2
Free,Bulgaria,2008-07,236,2
Free,Bulgaria,2008-08,53,2
Free,Bulgaria,2008-09,509,2
Free,Bulgaria,2008-10,138,2
Free,Bulgaria,2008-11,108,2
Free,Bulgaria,2008-12,288,2
Free,Bulgaria,2009-01,286,2
Free,Bulgaria,2009-02,80,2
Free,Bulgaria,2009-03,28,1
Free,Bulgaria,2009-04,152,2
Free,Bulgaria,2009-05,2,2
Free,Canada,2005-05,420,1
Free,Canada,2005-06,24,1
Free,Canada,2005-07,39,1
Free,Canada,2005-09,351,1
Free,Canada,2005-10,11,1
Free,Canada,2005-12,24,1
Free,Canada,2006-01,89,2
Free,Canada,2006-02,430,3
Free,Canada,2006-03,836,3
Free,Canada,2006-04,643,2
Free,Canada,2006-05,1627,4
Free,Canada,2006-06,1855,5
Free,Canada,2006-07,1322,4
Free,Canada,2006-08,988,5
Free,Canada,2006-09,213,3
Free,Canada,2006-10,404,3
Free,Canada,2006-11,77,2
Free,Canada,2006-12,129,2
Free,Canada,2007-01,177,2
Free,Canada,2007-02,310,2
Free,Canada,2007-03,288,1
Free,Canada,2007-04,581,2
Free,Canada,2007-05,320,2
Free,Canada,2007-06,930,3
Free,Canada,2007-07,252,2
Free,Canada,2007-08,200,2
Free,Canada,2007-09,132,2
Free,Canada,2007-10,105,2
Free,Canada,2007-11,1644,3
Free,Canada,2007-12,776,3
Free,Canada,2008-01,501,3
Free,Canada,2008-02,213,2
Free,Canada,2008-03,172,4
Free,Canada,2008-04,187,2
Free,Canada,2008-05,426,2
Free,Canada,2008-06,127,3
Free,Canada,2008-07,571,2
Free,Canada,2008-08,74,2
Free,Canada,2008-09,335,2
Free,Canada,2008-10,275,3
Free,Canada,2008-11,206,4
Free,Canada,2008-12,1103,5
Free,Canada,2009-01,1662,4
Free,Canada,2009-02,2131,5
Free,Canada,2009-03,1853,5
Free,Canada,2009-04,1395,8
Free,Canada,2009-05,106,1
Free,Chile,2006-07,510,1
Free,Chile,2006-08,22,1
Free,Chile,2006-11,443,2
Free,Chile,2006-12,148,2
Free,Chile,2007-01,73,1
Free,Chile,2007-02,21,1
Free,Chile,2007-03,247,2
Free,Chile,2007-04,432,2
Free,Chile,2007-05,569,2
Free,Chile,2007-06,545,2
Free,Chile,2007-07,835,2
Free,Chile,2007-08,656,2
Free,Chile,2007-09,759,2
Free,Chile,2007-10,583,2
Free,Chile,2007-11,399,2
Free,Chile,2007-12,353,2
Free,Chile,2008-01,152,2
Free,Chile,2008-02,148,2
Free,Chile,2008-03,290,2
Free,Chile,2008-04,162,2
Free,Chile,2008-05,191,2
Free,Chile,2008-06,173,2
Free,Chile,2008-07,57,2
Free,Chile,2008-08,87,2
Free,Chile,2008-09,82,2
Free,Chile,2008-10,100,2
Free,Chile,2008-11,227,2
Free,Chile,2008-12,286,2
Free,Chile,2009-01,201,2
Free,Chile,2009-02,220,2
Free,Chile,2009-03,278,2
Free,Chile,2009-04,138,3
Free,Chile,2009-05,88,1
Free,China,2007-05,8,1
Free,China,2007-06,9,1
Free,China,2007-08,5,1
Free,China,2007-10,529,1
Free,China,2007-11,356,1
Free,China,2007-12,13,1
Free,China,2008-01,149,1
Free,China,2008-08,36,1
Free,Colombia,2008-03,298,1
Free,Colombia,2008-04,571,1
Free,Colombia,2008-05,850,1
Free,Colombia,2008-06,814,1
Free,Colombia,2008-07,399,1
Free,Colombia,2008-08,933,1
Free,Colombia,2008-09,617,1
Free,Colombia,2008-10,317,1
Free,Colombia,2008-11,513,1
Free,Colombia,2008-12,497,1
Free,Colombia,2009-01,221,1
Free,Colombia,2009-02,254,1
Free,Colombia,2009-03,73,1
Free,Colombia,2009-04,130,1
Free,Croatia,2007-08,92,1
Free,Croatia,2007-09,292,1
Free,Croatia,2007-10,213,1
Free,Croatia,2007-11,239,1
Free,Croatia,2007-12,170,1
Free,Croatia,2008-02,2,1
Free,Croatia,2008-03,30,1
Free,Croatia,2008-04,80,1
Free,Croatia,2008-05,236,1
Free,Croatia,2008-06,183,1
Free,Croatia,2008-07,279,1
Free,Croatia,2008-08,159,1
Free,Croatia,2008-09,68,1
Free,Croatia,2008-10,31,1
Free,Croatia,2008-11,193,2
Free,Croatia,2008-12,687,3
Free,Croatia,2009-01,406,3
Free,Croatia,2009-02,685,3
Free,Croatia,2009-03,573,3
Free,Croatia,2009-04,530,3
Free,Croatia,2009-05,1,1
Free,Finland,2007-08,1,1
Free,Finland,2007-10,592,2
Free,Finland,2007-11,1074,2
Free,Finland,2007-12,746,2
Free,Finland,2008-01,203,3
Free,Finland,2008-02,791,3
Free,Finland,2008-03,1033,3
Free,Finland,2008-04,1055,3
Free,Finland,2008-05,520,2
Free,Finland,2008-06,292,2
Free,Finland,2008-07,1451,2
Free,Finland,2008-08,1277,3
Free,Finland,2008-09,485,3
Free,Finland,2008-10,601,2
Free,Finland,2008-11,515,2
Free,Finland,2008-12,276,2
Free,Finland,2009-01,117,1
Free,Finland,2009-02,956,3
Free,Finland,2009-03,1248,4
Free,Finland,2009-04,1389,5
Free,Finland,2009-05,160,3
Free,France,2005-12,148,1
Free,France,2006-01,110,1
Free,France,2006-02,59,1
Free,France,2006-03,281,2
Free,France,2006-04,735,2
Free,France,2006-05,1386,2
Free,France,2006-06,311,2
Free,France,2006-07,82,2
Free,France,2006-08,1746,2
Free,France,2006-09,791,2
Free,France,2006-10,455,2
Free,France,2006-11,897,3
Free,France,2006-12,123,2
Free,France,2007-01,531,2
Free,France,2007-02,183,1
Free,France,2007-03,352,1
Free,France,2007-04,363,2
Free,France,2007-05,716,3
Free,France,2007-06,259,3
Free,France,2007-07,69,2
Free,France,2007-08,74,3
Free,France,2007-09,68,2
Free,France,2007-10,134,1
Free,France,2007-11,181,2
Free,France,2007-12,201,1
Free,France,2008-01,86,1
Free,France,2008-02,328,2
Free,France,2008-03,314,2
Free,France,2008-04,130,2
Free,France,2008-05,47,1
Free,France,2008-06,84,1
Free,France,2008-07,24,1
Free,France,2008-08,26,1
Free,France,2008-09,161,1
Free,France,2008-10,25,1
Free,France,2008-11,93,1
Free,France,2008-12,4,1
Free,France,2009-01,77,2
Free,France,2009-02,1891,4
Free,France,2009-03,2827,4
Free,France,2009-04,2760,6
Free,France,2009-05,180,4
Free,Germany,2005-02,31,1
Free,Germany,2005-03,481,1
Free,Germany,2005-04,135,2
Free,Germany,2005-05,31,1
Free,Germany,2005-06,404,2
Free,Germany,2005-07,67,1
Free,Germany,2005-08,315,1
Free,Germany,2005-09,145,1
Free,Germany,2005-10,42,1
Free,Germany,2005-11,159,1
Free,Germany,2006-01,2,1
Free,Germany,2006-02,88,1
Free,Germany,2006-03,352,2
Free,Germany,2006-04,764,2
Free,Germany,2006-05,395,2
Free,Germany,2006-06,786,3
Free,Germany,2006-07,278,3
Free,Germany,2006-08,448,2
Free,Germany,2006-09,690,2
Free,Germany,2006-10,462,2
Free,Germany,2006-11,274,2
Free,Germany,2006-12,44,2
Free,Germany,2007-01,553,3
Free,Germany,2007-02,594,3
Free,Germany,2007-03,970,5
Free,Germany,2007-04,1057,4
Free,Germany,2007-05,534,5
Free,Germany,2007-06,706,4
Free,Germany,2007-07,695,3
Free,Germany,2007-08,1455,5
Free,Germany,2007-09,964,6
Free,Germany,2007-10,607,7
Free,Germany,2007-11,488,5
Free,Germany,2007-12,365,7
Free,Germany,2008-01,1373,6
Free,Germany,2008-02,598,5
Free,Germany,2008-03,349,5
Free,Germany,2008-04,415,4
Free,Germany,2008-05,591,4
Free,Germany,2008-06,19,1
Free,Germany,2008-07,116,1
Free,Germany,2008-08,113,3
Free,Germany,2008-09,90,3
Free,Germany,2008-10,103,3
Free,Germany,2008-11,332,4
Free,Germany,2008-12,243,4
Free,Germany,2009-01,746,5
Free,Germany,2009-02,3050,6
Free,Germany,2009-03,3601,6
Free,Germany,2009-04,4531,6
Free,Germany,2009-05,405,5
Free,Greece,2006-10,58,1
Free,Greece,2006-11,5,1
Free,Greece,2006-12,379,1
Free,Greece,2007-01,655,1
Free,Greece,2007-02,174,1
Free,Greece,2007-03,93,1
Free,Greece,2007-04,19,1
Free,Greece,2007-05,119,1
Free,Greece,2007-06,179,1
Free,Greece,2007-07,95,1
Free,Greece,2007-08,57,1
Free,Greece,2007-09,116,1
Free,Greece,2007-10,203,1
Free,Greece,2007-11,111,1
Free,Greece,2007-12,86,1
Free,Greece,2008-01,58,1
Free,Greece,2008-02,42,1
Free,Greece,2008-03,127,1
Free,Greece,2008-04,43,1
Free,Greece,2008-05,24,1
Free,Greece,2008-06,172,2
Free,Greece,2008-07,169,1
Free,Greece,2008-08,173,1
Free,Greece,2008-09,486,1
Free,Greece,2008-10,488,1
Free,Greece,2008-11,387,2
Free,Greece,2008-12,461,2
Free,Greece,2009-01,237,1
Free,Greece,2009-02,564,1
Free,Greece,2009-03,837,1
Free,Greece,2009-04,603,2
Free,Greece,2009-05,40,1
Free,Hungary,2008-01,99,1
Free,Hungary,2008-02,534,1
Free,Hungary,2008-03,453,1
Free,Hungary,2008-04,185,1
Free,Hungary,2008-05,582,1
Free,Hungary,2008-06,181,1
Free,Hungary,2008-07,122,1
Free,Hungary,2008-08,110,1
Free,Hungary,2008-09,172,1
Free,Hungary,2008-10,84,1
Free,Hungary,2008-11,3,1
Free,Hungary,2009-01,995,2
Free,Hungary,2009-02,1480,2
Free,Hungary,2009-03,1108,2
Free,Hungary,2009-04,1354,2
Free,Hungary,2009-05,26,2
Free,Italy,2006-01,337,1
Free,Italy,2006-02,204,1
Free,Italy,2006-03,121,1
Free,Italy,2006-04,498,3
Free,Italy,2006-05,910,4
Free,Italy,2006-06,735,4
Free,Italy,2006-07,599,4
Free,Italy,2006-08,911,4
Free,Italy,2006-09,1161,3
Free,Italy,2006-10,321,4
Free,Italy,2006-11,271,3
Free,Italy,2006-12,1010,6
Free,Italy,2007-01,1953,7
Free,Italy,2007-02,1221,5
Free,Italy,2007-03,1289,5
Free,Italy,2007-04,1522,4
Free,Italy,2007-05,1430,5
Free,Italy,2007-06,911,4
Free,Italy,2007-07,1021,5
Free,Italy,2007-08,898,4
Free,Italy,2007-09,1128,5
Free,Italy,2007-10,585,6
Free,Italy,2007-11,460,5
Free,Italy,2007-12,570,5
Free,Italy,2008-01,375,3
Free,Italy,2008-02,300,3
Free,Italy,2008-03,434,3
Free,Italy,2008-04,562,4
Free,Italy,2008-05,206,2
Free,Italy,2008-06,336,3
Free,Italy,2008-07,37,3
Free,Italy,2008-08,17,1
Free,Italy,2008-09,28,2
Free,Italy,2008-10,16,1
Free,Italy,2008-11,28,1
Free,Italy,2008-12,41,1
Free,Italy,2009-01,28,1
Free,Italy,2009-02,2,1
Free,Italy,2009-03,528,2
Free,Italy,2009-04,258,4
Free,Italy,2009-05,1,1
Free,Japan,2008-10,1787,1
Free,Japan,2008-11,691,1
Free,Japan,2008-12,50,1
Free,Japan,2009-01,154,1
Free,Japan,2009-02,282,1
Free,Japan,2009-03,1558,1
Free,Japan,2009-04,876,2
Free,Japan,2009-05,28,2
Free,"Korea, Democratic People's Republic of",2007-05,757,1
Free,"Korea, Democratic People's Republic of",2007-06,928,1
Free,"Korea, Democratic People's Republic of",2007-07,60,1
Free,"Korea, Democratic People's Republic of",2007-08,33,1
Free,"Korea, Democratic People's Republic of",2007-09,1,1
Free,"Korea, Democratic People's Republic of",2007-12,5,1
Free,"Korea, Democratic People's Republic of",2008-01,16,1
Free,"Korea, Democratic People's Republic of",2008-02,163,1
Free,"Korea, Democratic People's Republic of",2008-03,15,1
Free,"Korea, Democratic People's Republic of",2008-04,35,1
Free,"Korea, Democratic People's Republic of",2008-07,13,1
Free,"Korea, Democratic People's Republic of",2008-09,165,1
Free,"Korea, Democratic People's Republic of",2008-11,5,1
Free,"Korea, Democratic People's Republic of",2009-03,49,1
Free,"Korea, Democratic People's Republic of",2009-05,1,1
Free,Latvia,2008-11,301,1
Free,Latvia,2008-12,656,1
Free,Latvia,2009-01,879,1
Free,Latvia,2009-02,617,1
Free,Latvia,2009-03,945,1
Free,Latvia,2009-04,548,1
Free,Latvia,2009-05,1,1
Free,Lithuania,2007-04,297,1
Free,Lithuania,2007-05,41,1
Free,Lithuania,2007-06,80,1
Free,Lithuania,2007-07,31,1
Free,Lithuania,2007-09,7,1
Free,Lithuania,2007-10,25,1
Free,Lithuania,2008-08,1,1
Free,Lithuania,2008-11,484,1
Free,Lithuania,2008-12,728,1
Free,Lithuania,2009-01,377,1
Free,Lithuania,2009-02,595,1
Free,Lithuania,2009-03,890,1
Free,Lithuania,2009-04,849,1
Free,Lithuania,2009-05,27,2
Free,Mexico,2006-02,13,1
Free,Mexico,2006-03,164,1
Free,Mexico,2006-04,37,1
Free,Mexico,2006-05,18,1
Free,Mexico,2006-07,40,1
Free,Mexico,2006-09,7,1
Free,Mexico,2006-10,32,1
Free,Mexico,2007-06,76,1
Free,Mexico,2007-07,562,2
Free,Mexico,2007-08,1864,2
Free,Mexico,2007-09,1756,2
Free,Mexico,2007-10,878,2
Free,Mexico,2007-11,310,2
Free,Mexico,2007-12,228,1
Free,Mexico,2008-01,185,1
Free,Mexico,2008-03,1151,3
Free,Mexico,2008-04,938,3
Free,Mexico,2008-05,1134,4
Free,Mexico,2008-06,859,3
Free,Mexico,2008-07,1482,3
Free,Mexico,2008-08,1408,3
Free,Mexico,2008-09,1019,2
Free,Mexico,2008-10,125,2
Free,Mexico,2008-11,450,1
Free,Mexico,2008-12,450,1
Free,Mexico,2009-01,334,1
Free,Mexico,2009-02,519,2
Free,Mexico,2009-03,752,2
Free,Mexico,2009-04,348,3
Free,Mexico,2009-05,49,2
Free,Morocco,2007-04,156,1
Free,Morocco,2007-06,317,1
Free,Morocco,2007-07,239,1
Free,Morocco,2007-09,41,1
Free,Morocco,2007-12,69,1
Free,Morocco,2008-01,2,1
Free,Morocco,2008-03,10,1
Free,Morocco,2008-04,1,1
Free,Morocco,2008-07,16,1
Free,Morocco,2008-12,114,1
Free,Morocco,2009-01,169,1
Free,Morocco,2009-02,56,1
Free,Morocco,2009-03,5,1
Free,Morocco,2009-05,1,1
Free,Netherlands,2005-12,169,1
Free,Netherlands,2006-01,534,1
Free,Netherlands,2006-02,869,1
Free,Netherlands,2006-03,564,2
Free,Netherlands,2006-04,427,2
Free,Netherlands,2006-05,941,3
Free,Netherlands,2006-06,1219,5
Free,Netherlands,2006-07,542,4
Free,Netherlands,2006-08,567,5
Free,Netherlands,2006-09,772,2
Free,Netherlands,2006-10,924,4
Free,Netherlands,2006-11,487,4
Free,Netherlands,2006-12,461,3
Free,Netherlands,2007-01,101,2
Free,Netherlands,2007-02,197,2
Free,Netherlands,2007-03,144,1
Free,Netherlands,2007-04,744,1
Free,Netherlands,2007-05,313,1
Free,Netherlands,2007-06,302,2
Free,Netherlands,2007-07,366,2
Free,Netherlands,2007-08,393,2
Free,Netherlands,2007-09,256,1
Free,Netherlands,2007-10,843,3
Free,Netherlands,2007-11,686,3
Free,Netherlands,2007-12,941,3
Free,Netherlands,2008-01,21,1
Free,Netherlands,2008-02,107,2
Free,Netherlands,2008-03,52,1
Free,Netherlands,2008-04,199,2
Free,Netherlands,2008-05,99,1
Free,Netherlands,2008-06,178,1
Free,Netherlands,2008-07,117,1
Free,Netherlands,2008-08,190,1
Free,Netherlands,2008-09,108,1
Free,Netherlands,2008-10,89,1
Free,Netherlands,2008-11,139,1
Free,Netherlands,2008-12,227,3
Free,Netherlands,2009-01,481,2
Free,Netherlands,2009-02,492,4
Free,Netherlands,2009-03,2932,4
Free,Netherlands,2009-04,3120,8
Free,Netherlands,2009-05,120,2
Free,Netherlands Antilles,2006-09,3,1
Free,Netherlands Antilles,2008-08,2,1
Free,Netherlands Antilles,2009-05,1,1
Free,New Zealand,2008-07,27,1
Free,New Zealand,2008-08,494,1
Free,New Zealand,2008-09,907,1
Free,New Zealand,2008-10,90,1
Free,New Zealand,2008-11,20,1
Free,New Zealand,2008-12,64,1
Free,New Zealand,2009-01,302,2
Free,New Zealand,2009-02,931,2
Free,New Zealand,2009-03,1547,1
Free,New Zealand,2009-04,900,2
Free,New Zealand,2009-05,311,3
Free,Nicaragua,2006-06,353,1
Free,Nicaragua,2006-07,33,1
Free,Nicaragua,2006-08,262,1
Free,Nicaragua,2006-09,29,1
Free,Nicaragua,2006-10,323,1
Free,Nicaragua,2006-11,675,1
Free,Nicaragua,2008-07,1,1
Free,Norway,2005-10,571,1
Free,Norway,2005-11,299,1
Free,Norway,2005-12,86,1
Free,Norway,2006-01,148,1
Free,Norway,2006-02,28,1
Free,Norway,2006-03,1119,3
Free,Norway,2006-04,987,3
Free,Norway,2006-05,724,4
Free,Norway,2006-06,905,3
Free,Norway,2006-07,1064,3
Free,Norway,2006-08,536,3
Free,Norway,2006-09,95,2
Free,Norway,2006-10,282,2
Free,Norway,2006-11,74,1
Free,Norway,2006-12,27,1
Free,Norway,2007-01,264,2
Free,Norway,2007-02,337,2
Free,Norway,2007-03,349,3
Free,Norway,2007-04,250,3
Free,Norway,2007-05,80,2
Free,Norway,2007-06,110,2
Free,Norway,2007-07,949,2
Free,Norway,2007-08,1860,4
Free,Norway,2007-09,579,5
Free,Norway,2007-10,819,3
Free,Norway,2007-11,410,3
Free,Norway,2007-12,152,4
Free,Norway,2008-01,157,2
Free,Norway,2008-02,213,2
Free,Norway,2008-03,823,3
Free,Norway,2008-04,158,3
Free,Norway,2008-05,600,3
Free,Norway,2008-06,259,3
Free,Norway,2008-07,251,2
Free,Norway,2008-08,27,1
Free,Norway,2008-09,2,1
Free,Norway,2008-10,274,1
Free,Norway,2008-11,250,2
Free,Norway,2008-12,103,1
Free,Norway,2009-01,849,2
Free,Norway,2009-02,1453,5
Free,Norway,2009-03,2284,7
Free,Norway,2009-04,2686,6
Free,Norway,2009-05,318,5
Free,Peru,2007-06,1,1
Free,Peru,2007-10,78,1
Free,Peru,2007-11,301,1
Free,Peru,2007-12,229,1
Free,Peru,2008-01,136,1
Free,Peru,2008-02,230,1
Free,Peru,2008-03,130,1
Free,Peru,2008-04,143,1
Free,Peru,2008-05,105,1
Free,Peru,2008-06,36,1
Free,Peru,2008-07,76,1
Free,Peru,2008-08,5,1
Free,Peru,2008-09,16,1
Free,Peru,2008-10,1,1
Free,Peru,2008-12,48,1
Free,Peru,2009-01,7,1
Free,Peru,2009-02,7,1
Free,Peru,2009-03,1288,1
Free,Peru,2009-04,659,1
Free,Poland,2006-02,9,1
Free,Poland,2006-03,769,1
Free,Poland,2006-04,286,1
Free,Poland,2006-05,259,1
Free,Poland,2006-06,314,2
Free,Poland,2006-07,122,1
Free,Poland,2006-08,1044,2
Free,Poland,2006-09,482,2
Free,Poland,2006-10,563,2
Free,Poland,2006-11,361,2
Free,Poland,2006-12,365,2
Free,Poland,2007-01,132,1
Free,Poland,2007-02,171,2
Free,Poland,2007-03,506,2
Free,Poland,2007-04,1108,4
Free,Poland,2007-05,927,3
Free,Poland,2007-06,661,4
Free,Poland,2007-07,997,5
Free,Poland,2007-08,1269,5
Free,Poland,2007-09,863,6
Free,Poland,2007-10,672,6
Free,Poland,2007-11,350,4
Free,Poland,2007-12,754,6
Free,Poland,2008-01,913,5
Free,Poland,2008-02,326,4
Free,Poland,2008-03,1201,7
Free,Poland,2008-04,2406,7
Free,Poland,2008-05,3536,9
Free,Poland,2008-06,3697,5
Free,Poland,2008-07,2220,8
Free,Poland,2008-08,2092,7
Free,Poland,2008-09,2064,7
Free,Poland,2008-10,3792,7
Free,Poland,2008-11,2610,6
Free,Poland,2008-12,2125,7
Free,Poland,2009-01,3445,8
Free,Poland,2009-02,1955,8
Free,Poland,2009-03,2046,8
Free,Poland,2009-04,3306,11
Free,Poland,2009-05,80,11
Free,Portugal,2006-07,76,1
Free,Portugal,2006-08,18,1
Free,Portugal,2006-09,11,1
Free,Portugal,2006-10,222,1
Free,Portugal,2006-11,343,1
Free,Portugal,2006-12,266,1
Free,Portugal,2007-01,361,1
Free,Portugal,2007-02,393,1
Free,Portugal,2007-03,565,1
Free,Portugal,2007-04,766,1
Free,Portugal,2007-05,178,1
Free,Portugal,2007-06,302,2
Free,Portugal,2007-07,22,2
Free,Portugal,2007-08,390,2
Free,Portugal,2007-09,266,1
Free,Portugal,2007-10,135,1
Free,Portugal,2007-11,178,1
Free,Portugal,2007-12,93,1
Free,Portugal,2008-01,13,1
Free,Portugal,2008-02,12,1
Free,Portugal,2008-03,285,1
Free,Portugal,2008-04,176,1
Free,Portugal,2008-05,195,1
Free,Portugal,2008-06,124,1
Free,Portugal,2008-07,26,1
Free,Portugal,2008-08,37,1
Free,Portugal,2008-10,101,1
Free,Portugal,2008-11,96,1
Free,Portugal,2008-12,610,1
Free,Portugal,2009-01,512,2
Free,Portugal,2009-02,854,2
Free,Portugal,2009-03,286,2
Free,Portugal,2009-04,367,3
Free,Portugal,2009-05,63,2
Free,Romania,2007-03,185,1
Free,Romania,2007-04,698,1
Free,Romania,2007-05,59,1
Free,Romania,2007-06,106,1
Free,Romania,2008-01,1031,1
Free,Romania,2008-02,260,1
Free,Romania,2008-03,99,1
Free,Romania,2008-04,92,1
Free,Romania,2008-06,175,1
Free,Romania,2008-07,7,1
Free,Romania,2008-11,97,1
Free,Romania,2008-12,1,1
Free,Romania,2009-01,21,1
Free,Romania,2009-02,53,1
Free,Romania,2009-03,21,1
Free,Romania,2009-04,24,1
Free,Romania,2009-05,14,2
Free,Russian Federation,2006-08,170,1
Free,Russian Federation,2006-09,710,1
Free,Russian Federation,2006-10,498,1
Free,Russian Federation,2006-11,202,1
Free,Russian Federation,2006-12,429,1
Free,Russian Federation,2007-01,81,1
Free,Russian Federation,2007-02,367,2
Free,Russian Federation,2007-03,818,2
Free,Russian Federation,2007-04,708,2
Free,Russian Federation,2007-05,83,1
Free,Russian Federation,2007-06,14,1
Free,Russian Federation,2007-07,35,1
Free,Russian Federation,2007-08,183,2
Free,Russian Federation,2007-09,346,3
Free,Russian Federation,2007-10,414,3
Free,Russian Federation,2007-11,331,2
